114/12/04,一、日期 ： 中華民國114年12月3日（星期三）0600時至12月4日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共機8架次（進入西南空域2架次）及共艦5艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
114/03/09,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年3月8日（星期六）0600時至3月9日（星期日）0600時止。 二、活動動態： 迄0600時止，偵獲共機9架次（其中進入北部、西南空域7架次）及共艦7艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。 三、中共空飄氣球活動： 中共空飄氣球計偵獲2顆。
114/03/08,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年3月7日（星期五）0600時至3月8日（星期六）0600時止。 二、活動動態： 迄0600時止，偵獲共機2架次及共艦6艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。 三、中共空飄氣球活動： 中共空飄氣球計偵獲8顆。
114/03/07,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年3月6日（星期四）0600時至3月7日（星期五）0600時止。 二、活動動態： 迄0600時止，偵獲共機5架次（其中逾越海峽中線進入西南空域4架次）及共艦6艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。 三、中共空飄氣球計偵獲11顆。
114/03/06,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年3月5日（星期三）0600時至3月6日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共艦6艘、公務船2艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。 三、上述期間未偵獲共機，故無提供航跡圖。
114/03/05,中共解放軍臺海周邊海、空域動態 一、日期 中華民國114年3月4日（星期二）0600時至3月5日（星期三）0600時止。 二、活動動態 迄0600時止，偵獲共機5架次（其中進入南部空域2架次）及共艦7艘、公務船3艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
114/03/04,中共解放軍臺海周邊海、空域動態 一、日期 中華民國114年3月3日（星期一）0600時至3月4日（星期二）0600時止。 二、活動動態 迄0600時止，偵獲共機19架次（其中逾越海峽中線進入西南空域11架次）及共艦5艘、公務船3艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
114/03/03,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年3月2日（星期日）0600時至3月3日（星期一）0600時止。 二、活動動態： 迄0600時止，偵獲共機10架次（其中逾越海峽中線進入西南、東南空域9架次）及共艦6艘、公務船4艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
114/03/02,中共解放軍臺海周邊海、空域動態 一、日期 ： 中華民國114年3月1日（星期六）0600時至3月2日（星期日）0600時止。 二、活動動態： 迄0600時止，偵獲共機11架次（其中逾越海峽中線進入中部、西南及東南空域5架次）及共艦6艘、公務船3艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
114/03/01,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年2月28日（星期五）0600時至3月1日（星期六）0600時止。 二、活動動態： 迄0600時止，偵獲共機17架次（其中逾越海峽中線進入北部、中部、西南及東南空域15架次）及共艦8艘、公務船3艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
114/02/28,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年2月27日（星期四）0600時至2月28日（星期五）0600時止。 二、活動動態： 迄0600時止，偵獲共機8架次（其中逾越海峽中線進入北部及西南空域6架次）及共艦8艘、公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
114/02/27,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年2月26日（星期三）0600時至2月27日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共機45架次（其中逾越海峽中線進入中部及西南空域34架次）及共艦14艘、公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
114/02/26,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年2月25日（星期二）0600時至2月26日（星期三）0600時止。 二、活動動態： 迄0600時止，偵獲共機11架次（其中逾越海峽中線進入北部、中部、西南及東南空域9架次）及共艦14艘、公務船2艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
114/02/25,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年2月24日（星期一）0600時至2月25日（星期二）0600時止。 二、活動動態： 迄0600時止，偵獲共機12架次（其中逾越海峽中線進入北部及西南空域10架次）及共艦14艘、公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。 三、中共空飄氣球活動： 中共空飄氣球計偵獲2顆。
114/02/24,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年2月23日（星期日）0600時至2月24日（星期一）0600時止。 二、活動動態： 迄0600時止，偵獲共機5架次（其中逾越海峽中線進入西南及東南空域3架次）及共艦10艘、公務船2艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。 三、中共空飄氣球活動： 中共空飄氣球計偵獲2顆。
114/02/23,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年2月22日（星期六）0600時至2月23日（星期日）0600時止。 二、活動動態： 迄0600時止，偵獲共機11架次（其中逾越海峽中線進入東部及西南空域11架次）及共艦6艘、公務船2艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
114/02/22,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年2月21日（星期五）0600時至2月22日（星期六）0600時止。 二、活動動態： 迄0600時止，偵獲共機8架次（其中逾越海峽中線進入北部及西南空域3架次）及共艦7艘、公務船2艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。 三、中共空飄氣球活動 中共空飄氣球計偵獲3顆。
114/02/21,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年2月20日（星期四）0600時至2月21日（星期五）0600時止。 二、活動動態 ： 迄0600時止，偵獲共機28架次（其中逾越海峽中線進入北部、西南空域25架次）及共艦7艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
114/02/20,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年2月19日（星期三）0600時至2月20日（星期四）0600時止。 二、活動動態 ： 迄0600時止，偵獲共機36架次（其中逾越海峽中線進入北部、中部、西南及東南空域29架次）及共艦8艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。 三、中共空飄氣球活動： 中共空飄氣球計偵獲1顆。
114/02/19,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年2月18日（星期二）0600時至2月19日（星期三）0600時止。 二、活動動態： 迄0600時止，偵獲共機36架次（其中逾越海峽中線進入北部、東部及西南空域33架次）及共艦7艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
114/02/18,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年2月17日（星期一）0600時至2月18日（星期二）0600時止。 二、活動動態： 迄0600時止，偵獲共機8架次（其中逾越海峽中線進入西南空域4架次）及共艦9艘、公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
114/02/17,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年2月16日（星期日）0600時至2月17日（星期一）0600時止。 二、活動動態 ： 迄0600時止，偵獲共機41架次（其中逾越海峽中線進入北部、中部及西南空域28架次）及共艦9艘、公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
114/02/16,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年2月15日（星期六）0600時至2月16日（星期日）0600時止。 二、活動動態： 迄0600時止，偵獲共機4架次（其中進入北部及西南空域2架次）及共艦8艘、公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。 三、中共空飄氣球活動： 中共空飄氣球計偵獲1顆。
114/02/15,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年2月14日（星期五）0600時至2月15日（星期六）0600時止。 二、活動動態： 迄0600時止，偵獲共機19架次（其中逾越海峽中線進入北部及西南空域15架次）及共艦8艘、公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。 三、中共空飄氣球活動： 中共空飄氣球計偵獲1顆。
114/02/14,一、日期 中華民國114年2月13日（星期四）0600時至2月14日（星期五）0600時止。 二、活動動態 PLA activities： 迄0600時止，偵獲共機5架次（其中1架進入西南空域）及共艦6艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
114/02/13,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年2月12日（星期三）0600時至2月13日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共機6架次（其中逾越海峽中線進入北部空域4架次）及共艦8艘、公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
114/02/12,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年2月11日（星期二）0600時至2月12日（星期三）0600時止。 二、活動動態： 迄0600時止，偵獲共機30架次（其中逾越海峽中線進入北部、西南及東部空域23架次）及共艦7艘、公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
114/02/11,中共解放軍臺海周邊海、空域動態 發布時間：114年2月11日0900時 一、日期： 中華民國114年2月10日（星期一）0600時至2月11日（星期二）0600時止。 二、活動動態： 迄0600時止，偵獲共機32架次（其中逾越海峽中線進入北部及西南空域22架次）及共艦8艘、公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。 三、中共空飄氣球計偵獲2顆。
