日期,通報內容
111/08/26,臺海周邊空域空情動態新聞稿 國防部今(26)日表示，迄1700時止，偵獲共機35架次(其中逾越海峽中線及其延伸線進入西南空域18架次)、共艦8艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/25,臺海周邊空域空情動態新聞稿 國防部今(25)日表示，迄1700時止，偵獲共機15架次(其中逾越海峽中線及其延伸線進入西南空域9架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/24,臺海周邊空域空情動態新聞稿 國防部今(24)日表示，迄1700時止，偵獲共機13架次(其中逾越海峽中線2架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/23,臺海周邊空域空情動態新聞稿 國防部今(23)日表示，迄1700時止，偵獲共機20架次(其中逾越海峽中線及其延伸線進入西南空域9架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/22,臺海周邊空域空情動態新聞稿 國防部今(22)日表示，迄1700時止，偵獲共機15架次(其中逾越海峽中線及其延伸線進入西南空域11架次)、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/21,臺海周邊空域空情動態新聞稿 國防部今(21)日表示，迄1700時止，偵獲共機12架次(其中逾越海峽中線5架次)、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/20,臺海周邊空域空情動態新聞稿 國防部今(20)日表示，迄1700時止，偵獲共機17架次(其中逾越海峽中線及其延伸線進入西南空域7架次)、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/19,臺海周邊空域空情動態新聞稿 國防部今(19)日表示，迄1700時止，偵獲共機17架次(其中逾越海峽中線8架次)、共艦6艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/18,臺海周邊空域空情動態新聞稿 國防部今(18)日表示，迄1700時止，偵獲共機51架次(其中逾越海峽中線及其延伸線進入西南空域25架次)、共艦6艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/17,臺海周邊空域空情動態新聞稿 國防部今(17)日表示，迄1700時止，偵獲共機21架次(其中逾越海峽中線及其延伸線進入西南空域5架次)、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/16,臺海周邊空域空情動態新聞稿 國防部今(16)日表示，迄1700時止，偵獲共機17架次(其中逾越海峽中線及其延伸線進入西南空域10架次)、共艦5艘次，持續於臺灣周邊海空域執行聯合戰備警巡。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/15,臺海周邊空域空情動態新聞稿 針對中共東部戰區宣布，將於臺灣周邊海空域，組織多軍兵種聯合戰備警巡，國防部表示，迄1700時止，偵獲共機30架次(其中逾越海峽中線15架次)、共艦5艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/14,臺海周邊空域空情動態新聞稿 國防部今(14)日表示，迄1700時止，偵獲共機22架次(其中逾越海峽中線及其延伸線進入西南空域11架次)、共艦6艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/13,臺海周邊空域空情動態新聞稿 國防部今(13)日表示，迄1700時止，偵獲共機29架次(其中逾越海峽中線及其延伸線進入西南空域13架次)、共艦6艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/12,臺海周邊空域空情動態新聞稿 國防部今(12)日表示，迄1700時止，偵獲共機24架次(其中逾越海峽中線及其延伸線進入西南空域10架次)、共艦6艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/11,臺海周邊空域空情動態新聞稿 國防部今(11)日表示，迄1700時止，偵獲共機21架次(其中逾越海峽中線11架次)、共艦6艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/10,臺海周邊空域空情動態新聞稿 國防部今（10）日表示，迄1700時止，計偵獲共機 36架次（其中逾越海峽中線17架次）、共艦10艘次，在臺海周邊活動，進行聯合海空行動。 國防部指出，有關共軍東部戰區宣布，已完成「聯合軍事行動」，將「常態組織戰備警巡」，國軍在不放鬆戒備前提下，將依敵情威脅、區域特性等因素，全般調節兵力配置，兼顧部隊士氣維護，與靈活用兵之原則。 國防部說明，戰備訓練為軍人本務，國軍官兵平時即已將戰訓的概念，融入生活。此次中共挑釁，適足以「處處皆戰場，時時做訓練」的觀念，把握機會驗證平時訓練成果，反覆磨練指揮程序，發揮組織功能，依「守中線、守領海、守主權」原則「穩固現狀」，沉著、理性、嚴肅應對。 至於外界關心，中共宣稱此次軍演有「10個突破」，國防部表示，所有戰演訓行動，均以務實檢證建軍備戰成果為目標，鮮少大張旗鼓渲染「特色」。故中共此次對臺恐嚇威懾，籲請國人以理性看待。
111/08/09,臺海周邊空域空情動態新聞稿 國防部今(9)日表示，迄1700時止，偵獲共機45架次(其中逾越海峽中線16架次)、共艦10艘次，持續在臺海周邊活動，進行聯合海空行動。 國防部指出，自8月4日至今，共軍在臺海周邊區域侵擾未止。國軍除運用監偵系統，嚴密監控敵情、適切應處；並依「守中線、守領海、守主權」原則「穩固現狀」，沉著、理性、嚴肅應對，捍衛國防安全。
111/08/08,臺海周邊空域空情動態新聞稿 國防部今(8)日表示，迄1700時止，偵獲共機39架次(其中逾越海峽中線及其延伸線進入西南空域21架次)、共艦13艘次，持續在臺海周邊活動，進行聯合海空行動。國軍運用聯合情監偵系統嚴密監控敵情狀況，除廣播示警並以空中偵巡兵力、海軍艦艇，以及岸置飛彈適切應處。
111/08/07,臺海周邊空域空情動態新聞稿 國防部今(7)日表示，迄1700時止，偵獲共機66架次(其中逾越海峽中線及其延伸線進入西南空域22架次)、共艦14艘次，持續在臺海周邊活動，進行海空聯合演習。國軍運用聯合情監偵系統嚴密監控敵情狀況，除廣播驅離，並以空中偵巡兵力、海軍艦艇，以及岸置飛彈適切應處。
111/08/06,臺海周邊空域空情動態新聞稿 國防部今(6)日表示，迄1700時止，偵獲共機20架次、共艦14艘次，持續在臺海周邊活動，進行海空聯合演習。國軍嚴密監控敵情，除廣播驅離，並運用空中偵巡兵力、海軍艦艇，以及岸置飛彈應處。 國防部強調，共軍連日在臺海周邊設立禁航區舉行演習，已片面改變區域現況、嚴重破壞臺海和平。國軍官兵備戰不求戰、應戰不避戰，將以高度警覺堅守崗位，捍衛國家安全。
111/08/05,"臺海周邊空域空情動態 Air activities of PLA aircraft around the R.O.C. airspace 中共解放軍活動動態: 一、日期Date: 中華民國111年8月5日（星期五） August 5, 2022 (Friday) 二、機型Aircraft Type: 殲-10機        7架次 (Seven J-10) 殲-11機        6架次 (Six J-11) 殲-16機        10架次 (Ten J-16) 蘇愷-30機      24架次 (Twenty Four SU-30) 運-8遠干機     1架次 (One Y-8 EW) 運-8反潛機     1架次 (One Y-8 ASW) 三、活動概要Activities Area: 活動示意圖、照片 Flight paths as illustrated. 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 CAP aircraft tasked, radio warnings issued and air defense missile systems deployed to monitor the activities."
111/08/04,"臺海周邊空域空情動態 Air activities of PLA aircraft around the R.O.C. airspace 中共解放軍活動動態: 一、日期Date: 中華民國111年8月4日（星期四） August 4, 2022 (Thursday) 二、機型Aircraft Type: 殲-11機        8架次 (Eight J-11) 蘇愷-30機      12架次 (Twelve SU-30) 殲-16機        2架次 (Two J-16) 三、活動概要Activities Area: 活動示意圖、照片 Flight paths as illustrated. 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 CAP aircraft tasked, radio warnings issued and air defense missile systems deployed to monitor the activities."
111/08/03,"臺海周邊空域空情動態 Air activities of PLA aircraft around the R.O.C. airspace 中共解放軍活動動態: 一、日期Date: 中華民國111年8月3日（星期三） August 3, 2022 (Wednesday) 二、機型Aircraft Type: 殲-11機        6架次 (Six J-11) 殲-16機        5架次 (Five J-16) 蘇愷-30機      16架次 (Sixteen SU-30) 三、活動概要Activities Area: 活動示意圖、照片 Flight paths as illustrated. 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 CAP aircraft tasked, radio warnings issued and air defense missile systems deployed to monitor the activities."
111/08/03,"我西南空域空情動態 Air activities in the southwestern ADIZ of R.O.C. 中共解放軍活動動態: 一、日期Date: 中華民國111年8月2日（星期二） August 2, 2022 (Tuesday) 二、機型Aircraft Type: 殲-11機          8架次 (EIGHT J-11) 殲-16機          10架次 (Ten J-16) 空警-500機       1架次 (One KJ-500 AEW&C) 運-9通信對抗機   1架次 (One Y-9 EW) 運-8電偵機       1架次（One Y-8 ELINT） 三、活動概要Activities Area: 活動示意圖、照片 Flight paths as illustrated. 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 CAP aircraft tasked, radio warnings issued and air defense missile systems deployed to monitor the activities."
111/08/01,"我西南空域空情動態 Air activity in the southwestern ADIZ of R.O.C. 中共解放軍活動動態: 一、日期Date: 中華民國111年8月1日（星期一） August 1, 2022 (Monday) 二、機型Aircraft Type: 殲-16機          4架次 (Four J-16) 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated. 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 CAP aircraft tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
111/07/30,"我西南空域空情動態 Air activity in the southwestern ADIZ of R.O.C. 中共解放軍活動動態: 一、日期Date: 中華民國111年7月30日（星期六） July 30, 2022 (Saturday) 二、機型Aircraft Type: 運-8反潛機       1架次 (One Y-8 ASW) 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated. 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 CAP aircraft tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
111/07/29,"我西南空域空情動態 Air activity in the southwestern ADIZ of R.O.C. 中共解放軍活動動態: 一、日期Date: 中華民國111年7月29日（星期五） July 29, 2022 (Friday) 二、機型Aircraft Type: 運-8反潛機       1架次 (One Y-8 ASW) 三、活動概要Activity Area: 活動示意圖、照片 Flight path as illustrated. 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 CAP aircraft tasked, radio warnings issued and air defense missile systems deployed to monitor the activity."
111/07/28,"我西南空域空情動態 Air activities in the southwestern ADIZ of R.O.C. 中共解放軍活動動態: 一、日期Date: 中華民國111年7月28日（星期四） July 28, 2022 (Thursday) 二、機型Aircraft Type: 運-8技偵機       1架次 (One Y-8 RECCE) 殲轟-7機         2架次 (Two JH-7) 三、活動概要Activities Area: 活動示意圖、照片 Flight paths as illustrated. 四、空軍應處作為Reactions: 派遣空中巡邏兵力應對、廣播驅離、防空飛彈追監 CAP aircraft tasked, radio warnings issued and air defense missile systems deployed to monitor the activities."
